Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Date
366263,2017,2,6,4,10,2630,263.0,311,25,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,66193,Married,Nova,9501.01,Standard,2016-01-01
200309,2017,3,15,0,15,3885,388.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,102858,Married,Nova,7743.92,Standard,2012-08-01
179773,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,93508,Single,Nova,5715.31,Standard,2017-04-01
229677,2017,3,11,5,16,1904,190.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,75952,Married,Star,17816.68,Standard,2016-05-01
180832,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,58725,Married,Star,2725.36,Standard,2017-02-01
241714,2017,3,12,0,12,4332,433.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,69516,Single,Star,2345.26,Standard,2013-03-01
181139,2017,1,6,3,9,1737,173.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79258,Married,Aurora,8002.31,Standard,2013-07-01
182320,2017,1,1,1,2,246,24.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79258,Single,Nova,4506.66,Standard,2014-05-01
263812,2017,3,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,College,79258,Divorced,Star,7863.03,Standard,2013-11-01
182587,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Male,College,79258,Single,Aurora,5156.07,Standard,2014-01-01
183388,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Single,Nova,24096.24,Standard,2017-10-01
324773,2017,3,7,0,7,1820,182.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,College,79258,Single,Star,3692.58,Standard,2012-06-01
183692,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,59639,Married,Nova,14854.2,2018 Promotion,2018-02-01
184678,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,48521,Divorced,Aurora,19160.99,Standard,2016-02-01
372755,2017,3,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,94089,Married,Aurora,11665.1,Standard,2018-07-01
185531,2017,1,2,0,2,2628,262.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,65274,Married,Nova,8845.19,Standard,2016-11-01
186539,2017,1,6,0,6,1500,150.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Master,123841,Married,Star,7019.18,Standard,2014-12-01
401857,2017,3,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,48683,Married,Nova,11003.02,Standard,2017-03-01
186807,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,70951,Married,Star,2939.33,Standard,2013-01-01
417886,2017,3,11,2,13,2730,273.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91100,Married,Star,4425.91,Standard,2015-02-01
429238,2017,3,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79258,Married,Aurora,8332.73,Standard,2014-05-01
186901,2017,1,11,4,15,3570,357.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,53452,Married,Star,2480.53,Standard,2016-05-01
452439,2017,3,14,0,14,952,95.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79258,Married,Aurora,6032.74,Standard,2015-11-01
187161,2017,1,1,0,1,1697,169.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,High School or Below,46278,Married,Nova,3621.69,Standard,2016-07-01
188307,2017,1,8,6,14,1890,189.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79258,Married,Nova,3164.49,Standard,2014-04-01
188470,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,73135,Single,Star,2674.73,Standard,2015-10-01
491773,2017,3,13,0,13,1144,114.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,61307,Married,Nova,5308.62,Standard,2016-07-01
492433,2017,3,3,0,3,2400,240.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,77959,Married,Aurora,11314.24,Standard,2015-06-01
189146,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,68065,Single,Aurora,4999.35,Standard,2017-05-01
512179,2017,3,2,2,4,3432,343.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96575,Divorced,Nova,6186.5,Standard,2013-09-01
189294,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,66968,Divorced,Nova,3707.28,2018 Promotion,2018-02-01
527067,2017,3,15,4,19,2337,233.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77668,Divorced,Nova,2811.96,Standard,2016-04-01
925433,2017,2,9,6,15,3435,343.0,383,31,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,58637,Married,Star,4762.16,Standard,2015-08-01
531841,2017,3,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,College,79258,Married,Star,2436.4,Standard,2013-12-01
533539,2017,3,0,0,0,0,0.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Male,College,79258,Single,Nova,32654.84,Standard,2016-06-01
189854,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,65397,Married,Nova,2931.16,Standard,2018-05-01
539760,2017,3,8,0,8,1456,145.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,60278,Married,Nova,28393.33,Standard,2016-05-01
722629,2017,1,2,2,4,2872,287.0,397,32,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,81290,Married,Star,4757.24,Standard,2015-05-01
190149,2017,1,2,2,4,1196,119.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Male,College,79258,Single,Nova,3849.6,Standard,2014-01-01
565841,2017,3,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57738,Married,Aurora,5874.82,2018 Promotion,2018-03-01
577278,2017,3,4,4,8,1952,195.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,61822,Divorced,Aurora,10340.46,Standard,2012-04-01
190405,2017,1,3,0,3,1227,122.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,58119,Divorced,Aurora,15394.87,Standard,2013-05-01
190570,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59072,Married,Nova,2832.51,Standard,2017-03-01
607856,2017,3,0,0,0,0,0.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,69038,Married,Star,2661.73,Standard,2012-04-01
608370,2017,3,15,7,22,3960,396.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Male,College,79258,Single,Star,3839.75,Standard,2013-02-01
608384,2017,3,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79258,Married,Star,2159.25,Standard,2012-05-01
612140,2017,3,5,0,5,1630,163.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,47996,Married,Star,41075.43,Standard,2014-02-01
191044,2017,1,1,0,1,1567,156.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Female,College,79258,Married,Nova,21423.64,Standard,2014-04-01
615662,2017,3,1,0,1,631,63.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,College,79258,Single,Star,4703.72,Standard,2015-08-01
627826,2017,3,1,0,1,2249,224.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,47918,Married,Star,5420.34,Standard,2013-05-01
191057,2017,1,13,2,15,3630,363.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,52236,Married,Nova,4027.7,Standard,2013-09-01
191626,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,99133,Single,Aurora,28486.07,Standard,2018-01-01
196096,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,73136,Divorced,Nova,35203.57,Standard,2018-01-01
196798,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85577,Married,Star,4307.42,Standard,2013-12-01
199021,2017,1,2,2,4,1484,148.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,79258,Single,Nova,3530.01,Standard,2016-11-01
859957,2017,2,7,1,8,2320,232.0,298,24,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,65848,Married,Nova,4443.74,Standard,2015-05-01
201436,2017,1,2,2,4,2520,252.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,84736,Single,Nova,18929.33,Standard,2016-01-01
735038,2017,3,3,0,3,987,98.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,College,79258,Single,Nova,19045.5,Standard,2014-07-01
201475,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,57924,Married,Aurora,9705.31,2018 Promotion,2018-03-01
746031,2017,3,11,0,11,2376,237.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61097,Married,Aurora,47155.63,Standard,2016-03-01
201891,2017,1,4,0,4,2464,246.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,83056,Married,Nova,7623.58,Standard,2014-08-01
201898,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,79258,Married,Aurora,9591.03,Standard,2017-07-01
788159,2017,3,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,82434,Married,Star,5375.84,Standard,2013-09-01
203133,2017,1,6,5,11,2288,228.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,69942,Married,Star,2600.27,Standard,2013-05-01
203143,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,72364,Single,Star,5323.27,Standard,2013-07-01
835779,2017,3,15,0,15,2880,288.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,69696,Single,Star,11009.13,Standard,2014-10-01
203815,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,College,79258,Married,Aurora,8650.0,Standard,2017-10-01
853266,2017,3,4,4,8,4000,400.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49785,Married,Nova,6680.15,Standard,2018-06-01
203947,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,Master,105231,Divorced,Nova,4772.94,Standard,2017-01-01
204111,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,College,79258,Single,Star,2188.66,Standard,2017-02-01
884088,2017,3,8,0,8,1936,193.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,College,79258,Single,Star,4836.05,Standard,2015-06-01
204237,2017,2,9,0,9,1836,183.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79258,Single,Nova,4595.04,Standard,2016-01-01
204926,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,95202,Married,Star,5893.37,Standard,2017-02-01
205111,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,69098,Married,Aurora,8092.88,Standard,2014-08-01
954453,2017,3,0,0,0,0,0.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Female,College,79258,Single,Star,2050.62,Standard,2015-01-01
960195,2017,3,12,6,18,4140,414.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,79258,Single,Star,2254.93,Standard,2015-02-01
205430,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,53559,Married,Star,2599.31,Standard,2017-01-01
206050,2017,1,13,4,17,2227,222.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,59663,Married,Aurora,27495.42,Standard,2016-08-01
989666,2017,3,5,0,5,2005,200.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Female,College,79258,Divorced,Aurora,5384.73,Standard,2015-09-01
992476,2017,3,11,0,11,1595,159.0,0,0,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,71095,Married,Aurora,8082.88,Standard,2013-05-01
207860,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,79258,Single,Nova,6919.02,Standard,2017-10-01
210148,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,College,79258,Single,Star,4383.75,Standard,2016-08-01
210442,2017,1,0,0,0,0,0.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,48410,Married,Star,5762.47,2018 Promotion,2018-03-01
163083,2017,4,4,0,4,1704,170.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57622,Married,Star,5179.89,Standard,2015-04-01
211715,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,75861,Married,Nova,3903.47,Standard,2017-04-01
184206,2017,4,4,0,4,3016,301.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,53515,Married,Star,5792.44,Standard,2013-12-01
214123,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,50954,Married,Star,16229.65,Standard,2016-06-01
216652,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,73496,Married,Nova,5387.93,2018 Promotion,2018-02-01
217401,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81393,Married,Nova,14002.38,Standard,2017-05-01
217761,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,104131,Married,Star,7610.84,Standard,2015-10-01
217967,2017,1,5,1,6,2346,234.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Male,College,79258,Single,Star,5227.77,Standard,2016-12-01
218127,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,78300,Married,Nova,27643.24,Standard,2017-07-01
219270,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,84015,Married,Aurora,25807.06,Standard,2017-11-01
219276,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,47383,Married,Nova,9144.86,Standard,2014-02-01
332409,2017,4,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,79258,Single,Nova,8470.04,Standard,2012-07-01
221254,2017,1,9,0,9,1755,175.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74964,Married,Nova,4362.93,Standard,2015-04-01
222702,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,79258,Single,Star,6556.1,Standard,2016-11-01
226387,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,77990,Single,Nova,4482.02,Standard,2017-06-01
227303,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,86815,Married,Star,13530.03,Standard,2018-06-01
228772,2017,1,4,4,8,1720,172.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,85128,Married,Star,2584.53,Standard,2013-07-01
229692,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,London,M5B 3E4,Female,College,79258,Single,Star,4574.0,Standard,2017-12-01
230070,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Master,75891,Divorced,Star,10083.49,Standard,2017-11-01
230687,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79258,Married,Aurora,7643.07,Standard,2017-10-01
231080,2017,1,11,4,15,2940,294.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,80360,Single,Nova,36860.73,Standard,2016-09-01
232555,2017,2,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,62242,Married,Star,2919.71,Standard,2015-04-01
232907,2017,1,11,6,17,2584,258.0,0,0,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,79258,Single,Star,6553.94,Standard,2016-02-01
233437,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,59410,Divorced,Nova,9918.7,Standard,2017-08-01
234836,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83322,Married,Star,7462.93,Standard,2017-04-01
676941,2017,7,19,11,30,5640,564.0,593,48,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,49886,Married,Star,12880.75,Standard,2014-01-01
235454,2017,1,9,3,12,2100,210.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,71057,Single,Aurora,8873.53,Standard,2013-10-01
235709,2017,2,0,0,0,0,0.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,79258,Married,Nova,6941.9,Standard,2016-10-01
236874,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,71720,Married,Nova,6314.58,Standard,2013-05-01
237107,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,81353,Married,Aurora,24826.89,Standard,2016-06-01
237586,2017,1,1,0,1,1515,151.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,102850,Married,Nova,13862.1,Standard,2015-01-01
238193,2017,1,11,0,11,2937,293.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,61617,Single,Nova,12383.53,Standard,2015-08-01
688524,2017,4,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,103862,Married,Star,3980.42,Standard,2013-03-01
238939,2017,1,3,0,3,492,49.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,81205,Married,Star,5059.33,Standard,2014-11-01
239749,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,College,79258,Divorced,Star,8007.4,2018 Promotion,2018-04-01
240135,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,53061,Married,Star,5246.28,Standard,2017-12-01
240141,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,80784,Married,Aurora,7680.75,Standard,2017-07-01
240209,2017,1,9,0,9,2178,217.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79258,Single,Star,20534.39,Standard,2014-11-01
240365,2017,1,6,5,11,2816,281.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,100558,Married,Nova,5380.31,Standard,2016-06-01
242387,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,355375,Married,Star,8438.46,2018 Promotion,2018-04-01
243294,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,65416,Married,Aurora,5827.48,Standard,2018-01-01
243751,2017,1,11,0,11,2893,289.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,49316,Divorced,Star,8495.16,Standard,2015-09-01
245440,2017,1,2,2,4,1524,152.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,79258,Single,Nova,6679.14,Standard,2013-07-01
247247,2017,1,7,6,13,2834,283.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,79258,Single,Nova,3508.93,Standard,2014-07-01
247391,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,50217,Single,Aurora,12734.21,Standard,2017-12-01
247692,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,78830,Married,Nova,8646.5,Standard,2017-11-01
248196,2017,1,1,0,1,2115,211.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,69696,Single,Star,11009.13,Standard,2016-09-01
250363,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,68787,Single,Star,2534.95,2018 Promotion,2018-03-01
251116,2017,1,3,3,6,450,45.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,83445,Married,Star,4766.65,Standard,2014-07-01
252082,2017,2,6,1,7,1225,122.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,76064,Single,Star,7229.33,Standard,2014-05-01
252110,2017,3,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,97240,Married,Star,7920.11,Standard,2014-12-01
252147,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,54235,Single,Aurora,5384.02,2018 Promotion,2018-04-01
252563,2017,1,6,0,6,1758,175.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,247960,Married,Nova,6568.76,Standard,2016-07-01
253282,2017,1,11,4,15,945,94.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78434,Married,Star,3314.55,Standard,2014-02-01
253283,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,College,79258,Married,Star,10169.37,Standard,2017-05-01
254097,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,84988,Married,Nova,10656.88,2018 Promotion,2018-03-01
255032,2017,1,4,0,4,2044,204.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Male,College,79258,Married,Nova,4845.0,Standard,2016-10-01
255818,2017,1,2,2,4,2164,216.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79258,Single,Aurora,9350.87,Standard,2014-11-01
255994,2017,1,0,0,0,0,0.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,83303,Married,Star,2661.73,2018 Promotion,2018-02-01
256821,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,69872,Married,Nova,5194.65,Standard,2017-09-01
257369,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70490,Divorced,Nova,4863.47,Standard,2016-10-01
257463,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,93684,Married,Nova,5339.39,Standard,2017-11-01
258358,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,College,79258,Single,Star,4363.2,Standard,2016-07-01
258799,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,College,79258,Married,Star,4699.03,2018 Promotion,2018-03-01
259634,2017,1,1,1,2,2746,274.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,49351,Married,Aurora,5070.35,Standard,2013-05-01
259734,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,76145,Single,Nova,32450.39,Standard,2017-07-01
260106,2017,1,3,2,5,2665,266.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,88876,Single,Star,4228.25,Standard,2013-06-01
260712,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,60672,Married,Star,4836.89,Standard,2017-08-01
261423,2017,1,5,2,7,1771,177.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,78170,Married,Nova,2797.76,Standard,2016-10-01
261426,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,67680,Divorced,Nova,3788.65,Standard,2017-07-01
262937,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,93855,Single,Star,2447.05,Standard,2018-07-01
263612,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,48913,Married,Nova,5533.23,Standard,2016-12-01
263866,2017,1,5,1,6,1770,177.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,103151,Single,Nova,8622.84,Standard,2016-04-01
264064,2017,1,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,79258,Married,Star,4715.47,Standard,2017-07-01
266298,2017,1,9,3,12,3180,318.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,78202,Single,Star,7247.21,Standard,2016-12-01
266429,2017,1,8,0,8,1808,180.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,90879,Married,Nova,6162.2,Standard,2016-04-01
271641,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79258,Married,Nova,3256.77,2018 Promotion,2018-03-01
272551,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,73273,Married,Aurora,6670.85,Standard,2017-12-01
274535,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,64612,Married,Star,21522.95,Standard,2017-10-01
274698,2017,1,9,5,14,2534,253.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188,Married,Star,4434.41,Standard,2013-09-01
274858,2017,1,2,0,2,1636,163.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,49624,Single,Star,24709.6,Standard,2015-03-01
275387,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,40528,Single,Star,4732.22,2018 Promotion,2018-03-01
276947,2017,1,4,0,4,1576,157.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,29905,Married,Aurora,8920.46,2018 Promotion,2018-03-01
276967,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,97643,Single,Aurora,8306.55,Standard,2017-02-01
277025,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,92957,Married,Nova,3394.72,Standard,2017-01-01
277145,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,98473,Single,Star,7779.59,Standard,2017-01-01
